                EO      EH
doped-GeO2		Ti  1.31    -2.66
doped-GeO2		V   -0.59   -1.28
doped-GeO2		W   -4.04   0.13
doped-GeO2		Y   1.43    -2.86
doped-GeO2		Zn  2.29    -2.28
doped-GeO2		Zr  0.86    -3.04
modified-spinel		Ag  1.31    -2.41
modified-spinel		Al  -1.87   -2.98
modified-spinel		As  -0.94   -2.00
modified-spinel		Au  0.66    -2.31
modified-spinel		B   -3.04   -2.61
modified-spinel		Ba  1.79    -2.77
modified-spinel		Be  1.14    -2.69
modified-spinel		Ca  1.71    -2.05
modified-spinel		Cd  1.33    -2.56
modified-spinel		Co  -1.03   -1.55
modified-spinel		Cr  -3.02   -0.50
modified-spinel		Cu  0.85    -2.34
modified-spinel		Fe  -1.18   -1.63
modified-spinel		Ga  -0.80   -2.75
modified-spinel		Ge  -0.76   -0.72
modified-spinel		Hf  -6.22   1.15
modified-spinel		In  -0.26   -2.77
modified-spinel		Ir  -2.76   0.22
modified-spinel		Mn  -1.75   -0.94
modified-spinel		Mo  -4.42   0.33
modified-spinel		Nb  -5.95   1.36
modified-spinel		Ni  -0.43   -1.46
modified-spinel		Os  -3.78   0.32
modified-spinel		Pb  1.61    -2.15
modified-spinel		Pd  -0.02   -1.68
modified-spinel		Pt  -0.91   -1.22
modified-spinel		Re  -4.16   0.44
modified-spinel		Rh  -1.73   -0.31
modified-spinel		Ru  -2.90   -0.16
modified-spinel		Sb  -0.77   -2.31
modified-spinel		Sc  -2.00   -2.96
modified-spinel		Si  -3.16   0.15
modified-spinel		Sr  6.26    -6.18
modified-spinel		Ta  -5.77   0.75
modified-spinel		Tc  -3.56   0.10
modified-spinel		Ti  -5.51   0.77
modified-spinel		V   -4.67   0.62
modified-spinel		W   -5.13   0.98
modified-spinel		Y   -2.07   -3.04
modified-spinel		Zn  1.22    -2.65
modified-spinel		Zr  -6.46   1.38
